ID,Class,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32
730,0.0,V4,V2,24.0,4,27,V8,V2,V1,yes,936,936,,2,V2,V4,5114,V4,0.0,V4,3,T,F,V3,,1.0,V2,24,14795,V1,1.0,V2,V1
731,0.0,V1,V3,9.0,3,30,V7,V4,V1,yes,1223,1223,,2,V4,V3,4345,V4,0.0,V4,1,T,F,V3,,1.0,V3,9,28945,V1,1.0,V2,V1
732,1.0,V4,V5,24.0,3,34,V3,V2,V3,yes,2396,2396,,2,V2,V3,4197,V4,0.0,V4,2,T,F,V1,,1.0,V3,24,45447,V1,1.0,V2,V2
733,0.0,V1,V4,6.0,2,23,V5,V2,V3,yes,659,659,,1,V2,V4,4334,V4,0.0,V4,4,T,F,V3,,1.0,V2,6,29805,V1,1.0,V1,V1
734,1.0,V4,V3,12.0,4,29,V5,V2,V1,yes,639,639,,1,V2,V3,4777,V2,0.0,V2,2,T,F,V3,,1.0,V3,12,71528,V1,1.0,V2,V1
735,1.0,V1,V3,8.0,3,24,V2,V2,V1,yes,1237,1237,,1,V2,V2,6916,V2,0.0,V2,4,T,F,V3,,1.0,V3,8,95923,V1,1.0,V2,V1
736,0.0,V4,V2,30.0,2,24,V9,V5,V5,yes,8071,8071,,3,V5,V3,5187,V1,0.0,V1,3,T,F,V1,,1.0,V3,30,9883,V1,1.0,V2,V1
737,1.0,V2,V3,24.0,4,34,V7,V2,V5,yes,1381,1381,,1,V2,V2,4697,V1,0.0,V1,2,T,F,V3,,1.0,V3,24,72697,V1,1.0,V2,V1
738,0.0,V1,V2,10.0,1,31,V1,V2,V5,yes,2901,2901,,1,V2,V2,4170,V4,0.0,V4,4,T,F,V3,,1.0,V3,10,36253,V1,1.0,V1,V1
739,1.0,V3,V5,48.0,3,23,V1,V5,V1,yes,4604,4604,,2,V5,V3,4711,V1,0.0,V1,4,T,F,V3,,1.0,V3,48,56202,V1,2.0,V3,V1
740,0.0,V2,V3,11.0,2,29,V2,V2,V1,yes,1619,1619,,1,V2,V2,5198,V1,0.0,V1,3,T,F,V3,,1.0,V3,11,38910,V2,1.0,V2,V1
741,0.0,V4,V4,11.0,2,31,V7,V2,V1,yes,6078,6078,,1,V2,V3,4980,V2,0.0,V2,2,T,F,V3,,1.0,V3,11,19337,V1,1.0,V2,V1
742,0.0,V1,,9.0,4,24,V3,V4,V1,yes,1138,1138,,2,V4,V3,5783,V1,0.0,V1,4,T,F,V3,,1.0,V2,9,25689,V1,1.0,V2,V1
743,0.0,V2,V5,30.0,4,41,V9,V3,V2,yes,2502,2502,,2,V3,V3,3713,V2,0.0,V2,2,T,F,V2,,1.0,V3,30,6291,V1,1.0,V2,V1
744,0.0,V4,V5,35.0,4,39,V3,V2,V3,yes,2299,2299,,1,V2,V3,4973,V4,0.0,V4,4,T,F,V3,,1.0,V3,35,25092,V1,1.0,V2,V1
745,0.0,V4,V4,36.0,2,39,V2,V3,V3,yes,7677,7677,,2,V3,V2,5237,V4,0.0,V4,4,T,F,V3,,1.0,V3,36,32712,V1,1.0,V2,V2
746,1.0,V2,V3,12.0,4,28,V3,V5,V1,yes,6198,6198,,2,V5,V3,4860,V1,0.0,V1,2,T,F,V3,,1.0,V3,12,97808,V1,1.0,V1,V2
747,0.0,V3,V1,48.0,2,30,V10,V3,V2,yes,7582,7582,,1,V3,V3,6113,V2,0.0,V2,4,T,F,V3,,1.0,V4,48,44432,V1,1.0,V3,V2
748,0.0,V4,V4,60.0,2,21,V3,V3,V1,yes,15652,15652,,2,V3,V3,3873,V4,0.0,V4,4,T,F,V3,,1.0,V3,60,67637,V1,1.0,V2,V2
749,0.0,V2,V3,10.0,1,37,V3,V2,V1,no,1924,1924,,1,V2,V3,4093,V4,0.0,V4,4,T,F,V3,,1.0,V3,10,36849,V1,1.0,V2,V2
750,0.0,V1,V5,8.0,1,64,V6,V2,V5,yes,3832,3832,,1,V2,V3,4651,V4,0.0,V4,4,T,F,V3,,1.0,V2,8,88195,V1,1.0,V2,V1
751,0.0,V4,V4,9.0,4,34,V2,V4,V1,yes,1919,1919,,1,V4,V3,5079,V2,0.0,V2,3,T,F,V3,,1.0,V3,9,38270,V1,1.0,V1,V2
752,1.0,V1,V5,11.0,1,45,V7,V2,V1,yes,1223,1223,,2,V2,V1,5859,V2,0.0,V2,1,T,F,V3,,1.0,V3,11,13874,V1,1.0,V1,V1
753,0.0,V4,V5,30.0,4,58,V3,V2,V5,yes,1867,1867,,1,V2,V3,5916,V4,0.0,V4,4,T,F,V3,,1.0,V3,30,44937,V1,1.0,V2,V2
754,0.0,V3,V5,12.0,4,56,V9,V4,V5,yes,1264,1264,,1,V4,V3,4698,V4,0.0,V4,4,T,F,V3,,1.0,V2,12,59505,V1,1.0,V1,V1
755,0.0,V2,V5,29.0,4,49,V3,V4,V5,yes,3655,3655,,2,V4,V3,4925,V3,0.0,V3,4,T,F,V2,,1.0,V2,29,29245,V1,1.0,V2,V1
756,1.0,V3,V3,36.0,4,50,V3,V2,V2,yes,2670,2670,,1,V2,V2,6079,V2,0.0,V2,4,T,F,V3,,1.0,V3,36,42517,V2,1.0,V3,V1
757,1.0,V4,V4,47.0,2,37,V9,V1,V1,yes,7685,7685,,1,V1,V2,4151,V1,0.0,V1,4,T,F,V3,,1.0,V3,47,15544,V3,1.0,V1,V1
758,0.0,V2,V1,6.0,4,74,V7,V2,V5,yes,1374,1374,,1,V2,V2,5042,V1,0.0,V1,3,T,F,V3,,1.0,V4,6,36479,V1,1.0,V2,V2
759,0.0,V2,V5,6.0,2,48,V2,V2,V1,yes,427,427,,1,V2,V2,5697,V1,0.0,V1,1,T,F,V1,,1.0,V3,6,98933,V1,1.0,V2,V2
760,0.0,V4,V3,11.0,3,24,V3,V2,V1,yes,1262,1262,,1,V2,V3,6232,V4,0.0,V4,2,T,F,V3,,1.0,V3,11,78064,V1,1.0,V2,V1
761,0.0,V1,V3,12.0,3,22,V3,V2,V1,yes,1297,1297,,1,V2,V4,5436,V3,0.0,V3,4,T,F,V3,,1.0,V3,12,31961,V1,1.0,V1,V1
762,0.0,V1,V5,13.0,1,35,V9,V2,V3,yes,1409,1409,,1,V2,V4,4796,V2,0.0,V2,2,T,F,V3,,1.0,V3,13,71110,V1,1.0,V2,V2
763,0.0,V2,V2,18.0,4,20,V2,V4,V1,yes,1048,1048,,1,V4,V2,4796,V1,0.0,V1,4,T,F,V3,,1.0,V3,18,9468,V1,1.0,V1,V1
764,0.0,V4,V4,18.0,4,30,V7,V2,V2,yes,2249,2249,,1,V2,V3,5354,V1,0.0,V1,3,T,F,V3,,1.0,V4,18,10549,V1,2.0,V2,V2
765,1.0,V3,V5,35.0,4,60,V9,V5,V1,yes,1952,1952,,1,V5,V3,5745,V2,0.0,V2,4,T,F,V3,,1.0,V4,35,23227,V1,1.0,V3,V2
766,0.0,V3,V1,48.0,3,39,V10,V2,V5,yes,5381,5381,,1,V2,V3,5216,V2,0.0,V2,4,T,F,V1,,1.0,V1,48,53806,V1,1.0,V3,V2
767,1.0,V4,V1,48.0,3,32,V9,V2,V1,yes,4843,4843,,1,V2,V3,5568,V4,0.0,V4,2,T,F,V1,,1.0,V4,48,7625,V1,1.0,V1,V2
768,0.0,V4,V5,24.0,4,54,V3,V2,V1,yes,1602,1602,,1,V2,V2,5289,V1,0.0,V1,4,T,F,V3,,1.0,V3,24,14910,V1,1.0,V2,V1
769,0.0,V1,V3,29.0,2,32,V2,V5,V1,yes,4583,4583,,2,V5,V1,5969,V1,0.0,V1,2,T,F,V3,,1.0,V3,29,52558,V3,1.0,V2,V1
770,1.0,V2,V3,20.0,1,29,V7,V5,V5,yes,5002,5002,,2,V5,V2,4041,V4,0.0,V4,4,T,F,V1,,1.0,V3,20,35499,V1,1.0,V2,V2
771,0.0,V1,V3,6.0,2,44,V3,V2,V3,yes,2646,2646,,1,V2,V3,5681,V1,0.0,V1,3,T,F,V3,,1.0,V3,6,5825,V1,2.0,V1,V1
772,0.0,V2,V2,9.0,4,23,V2,V2,V1,yes,1274,1274,,1,V2,V2,4758,V3,0.0,V3,2,T,F,V3,,1.0,V3,9,90448,V1,1.0,V2,V1
773,0.0,V3,V2,35.0,4,29,V3,V2,V1,yes,4795,4795,,1,V2,V2,4951,V2,0.0,V2,1,T,F,V3,,1.0,V4,35,21838,V1,1.0,V2,V2
774,0.0,V2,V5,11.0,4,23,V2,V2,V1,yes,652,652,,1,V2,V2,4362,V1,0.0,V1,4,T,F,V3,,1.0,V3,11,28241,V1,1.0,V1,V1
775,1.0,V3,V5,48.0,4,58,V1,V4,V1,yes,6142,6142,,2,V4,V2,4722,V1,0.0,V1,4,T,F,V2,,1.0,V2,48,36576,V1,1.0,V3,V1
776,0.0,V1,V1,10.0,4,57,V3,V4,V2,yes,1153,1153,,3,V4,V2,5707,V4,0.0,V4,4,T,F,V3,,1.0,V2,10,40498,V1,1.0,V2,V1
777,1.0,V1,V1,29.0,4,52,V1,V1,V5,yes,7485,7485,,1,V1,V2,4442,V4,0.0,V4,1,T,F,V1,,1.0,V4,29,20077,V1,1.0,V2,V2
778,0.0,V2,V5,5.0,2,45,V3,V1,V3,yes,1749,1749,,1,V1,V3,4876,V4,0.0,V4,4,T,F,V1,,1.0,V2,5,28057,V1,2.0,V2,V1
779,1.0,V1,V3,35.0,4,25,V7,V4,V1,yes,7854,7854,,2,V4,V2,3888,V4,0.0,V4,2,T,F,V2,,1.0,V3,35,139207,V1,1.0,V2,V2
780,0.0,V4,V4,19.0,4,38,V2,V2,V5,yes,2211,2211,,1,V2,V3,3350,V1,0.0,V1,4,T,F,V3,,1.0,V3,19,52170,V1,1.0,V2,V2
781,1.0,V4,V1,30.0,4,28,V7,V4,V1,yes,5234,5234,,2,V4,V4,3688,V2,0.0,V2,2,T,F,V3,,1.0,V4,30,1329,V1,1.0,V2,V1
782,1.0,V3,V5,8.0,2,74,V1,V1,V1,yes,5128,5128,,1,V1,V2,5646,V2,0.0,V2,4,T,F,V1,,1.0,V4,8,63523,V1,2.0,V3,V2
783,1.0,V4,V3,18.0,2,21,V2,V2,V1,yes,2462,2462,,1,V2,V3,6020,V1,0.0,V1,2,T,F,V3,,1.0,V3,18,9983,V1,1.0,V2,V1
784,0.0,V4,V3,11.0,1,21,V3,V2,V1,yes,1566,1566,,1,V2,V2,3942,V2,0.0,V2,1,T,F,V3,,1.0,V3,11,21268,V1,1.0,V2,V2
785,1.0,V1,V4,12.0,4,28,V7,V4,V3,yes,939,939,,3,V4,V4,6001,V3,0.0,V3,2,T,F,V3,,1.0,V3,12,6421,V1,1.0,V2,V2
786,0.0,V1,V5,8.0,4,25,V3,V2,V1,yes,1206,1206,,1,V2,V2,4079,V2,0.0,V2,4,T,F,V3,,1.0,V3,8,34758,V1,1.0,V2,V1
787,0.0,V4,V5,23.0,2,33,V3,V4,V4,yes,2578,2578,,1,V4,V3,2253,V4,0.0,V4,2,T,F,V3,,1.0,V3,23,4626,V1,1.0,V2,V1
788,0.0,V1,V3,18.0,4,25,V3,V2,V1,yes,865,865,,1,V2,V4,5763,V2,0.0,V2,2,T,F,V3,,1.0,V2,18,30599,V3,1.0,V2,V1
789,0.0,V1,V3,12.0,4,25,V2,V2,V1,yes,763,763,,1,V2,V2,4384,V4,0.0,V4,1,T,F,V3,,1.0,V3,12,86675,V1,1.0,V2,V2
790,1.0,V4,V3,24.0,4,32,V3,V2,V2,yes,1282,1282,,1,V2,V2,5473,V1,0.0,V1,2,T,F,V3,,1.0,V2,24,21349,V1,1.0,V2,V1
791,0.0,V2,V3,11.0,1,31,V7,V2,V4,yes,3650,3650,,1,V2,V3,4124,V1,0.0,V1,3,T,F,V3,,1.0,V3,11,22327,V1,2.0,V2,V1
792,1.0,V1,V3,18.0,4,47,V4,V2,V1,yes,1217,1217,,1,V2,V4,3847,V1,0.0,V1,3,T,F,V3,,1.0,V2,18,78707,V1,1.0,V2,V2
793,0.0,V4,V3,38.0,4,23,V1,V2,V3,yes,2569,2569,,1,V2,V3,5404,V4,0.0,V4,4,T,F,V3,,1.0,V3,38,16582,V1,1.0,V2,V1
794,0.0,V4,V4,23.0,4,24,V3,V2,V1,yes,5152,5152,,1,V2,V3,4702,V3,0.0,V3,2,T,F,V1,,1.0,V3,23,62658,V1,1.0,V2,V1
795,1.0,V4,V2,12.0,2,21,V3,V2,V1,yes,1330,1330,,1,V2,V3,5431,V2,0.0,V2,1,T,F,V2,,1.0,V3,12,26281,V1,1.0,V2,V1
796,0.0,V2,V2,12.0,3,44,V1,V4,V2,yes,1803,1803,,1,V4,V3,3360,V2,0.0,V2,4,T,F,V3,,1.0,V3,12,53845,V1,1.0,V2,V1
797,0.0,V3,V3,14.0,4,35,V3,V4,V1,yes,1470,1470,,2,V4,V3,5386,V4,0.0,V4,4,T,F,V3,,1.0,V3,14,36768,V1,1.0,V3,V2
798,1.0,V2,V2,12.0,4,25,V2,V5,V1,yes,2969,2969,,2,V5,V2,5751,V2,0.0,V2,3,T,F,V3,,1.0,V3,12,59464,V1,1.0,V1,V1
799,0.0,V1,V5,36.0,4,36,V3,V4,V1,yes,2336,2336,,1,V4,V3,5102,V2,0.0,V2,4,T,F,V3,,1.0,V3,36,33878,V1,1.0,V2,V1
800,1.0,V4,V2,36.0,4,27,V7,V4,V1,yes,2820,2820,,2,V4,V1,2327,V2,0.0,V2,4,T,F,V3,,1.0,V3,36,134212,V1,1.0,V2,V1
801,1.0,V1,V3,11.0,4,24,V7,V2,V1,yes,1228,1228,,1,V2,V2,4586,V1,0.0,V1,2,T,F,V3,,1.0,V2,11,9615,V1,1.0,V2,V1
802,1.0,V1,V2,14.0,2,25,V3,V2,V1,yes,2326,2326,,1,V2,V2,5237,V3,0.0,V3,3,T,F,V3,,1.0,V2,14,32470,V1,1.0,V2,V1
803,0.0,V1,V3,12.0,2,26,V2,V2,V1,yes,1656,1656,,1,V2,V3,5063,V1,0.0,V1,2,T,F,V3,,1.0,V3,12,21724,V1,1.0,V2,V1
804,1.0,V2,V4,47.0,3,23,V7,V2,V2,yes,6559,6559,,1,V2,V3,5319,V2,0.0,V2,2,T,F,V3,,1.0,V3,47,25622,V1,1.0,V2,V1
805,0.0,V1,V4,9.0,3,59,V3,V2,V1,yes,1364,1364,,1,V2,V3,5938,V1,0.0,V1,4,T,F,V3,,1.0,V3,9,38864,V1,1.0,V2,V1
806,0.0,V3,V1,24.0,1,22,V3,V2,V3,yes,3757,3757,,1,V2,V2,4769,V2,0.0,V2,4,T,F,V3,,1.0,V1,24,27098,V1,1.0,V1,V1
807,0.0,V4,V4,23.0,4,43,V1,V4,V5,yes,2196,2196,,2,V4,V3,5711,V4,0.0,V4,4,T,F,V3,,1.0,V3,23,49818,V1,2.0,V2,V2
808,0.0,V2,V3,35.0,1,29,V1,V2,V1,yes,8133,8133,,1,V2,V2,5345,V4,0.0,V4,2,T,F,V1,,1.0,V3,35,127807,V1,1.0,V2,V1
809,1.0,V4,V3,48.0,2,30,V2,V4,V1,yes,5096,5096,,1,V4,V2,4220,V2,0.0,V2,3,T,F,V3,,1.0,V4,48,98224,V1,1.0,V2,V2
810,0.0,V2,V3,5.0,2,50,V1,V2,V3,yes,1235,1235,,1,V2,V3,2309,V4,0.0,V4,4,T,F,V3,,1.0,V3,5,15534,V1,,V1,V1
811,0.0,V3,V2,23.0,4,22,V2,V2,V1,yes,3149,3149,,1,V2,V3,4833,V1,0.0,V1,1,T,F,V1,,1.0,V3,23,51568,V1,1.0,V3,V1
812,0.0,V4,V3,11.0,3,25,V3,V2,V3,yes,1157,1157,,1,V2,V1,6979,V2,0.0,V2,1,T,F,V3,,1.0,V3,11,24086,V1,1.0,V2,V2
813,1.0,V4,V4,12.0,2,35,V7,V2,V1,yes,1372,1372,,1,V2,V1,3128,V1,0.0,V1,3,T,F,V3,,1.0,V3,12,49743,V1,1.0,V2,V1
814,0.0,V3,V4,23.0,4,33,V9,V4,V5,yes,2825,2825,,2,V4,V3,5279,V2,0.0,V2,3,T,F,V3,,1.0,V3,23,90371,V1,2.0,V2,V2
815,0.0,V1,V1,5.0,1,53,V7,V2,V1,yes,671,671,,1,V2,V2,5414,V4,0.0,V4,4,T,F,V3,V3,1.0,V1,5,64757,V1,1.0,V2,V2
816,0.0,V4,V4,48.0,4,30,V9,V1,V2,yes,3566,3566,,1,V1,V3,4920,V2,0.0,V2,2,T,F,V3,,1.0,V3,48,67252,V1,1.0,V2,V1
817,1.0,V4,V4,23.0,4,24,V3,V1,V1,yes,1545,1545,,1,V1,V3,4436,V1,0.0,V1,4,T,F,V1,,1.0,V2,23,14953,V3,1.0,V1,V1
818,0.0,V1,V3,11.0,4,41,V1,V3,V1,yes,1502,1502,,1,V3,V4,4697,V4,0.0,V4,4,T,F,V3,,1.0,V3,11,41932,V1,1.0,V1,V1
819,0.0,V2,V5,14.0,1,27,V2,V3,V1,yes,3642,3642,,2,V3,V2,4535,V1,0.0,V1,4,T,F,V3,,1.0,V2,14,64942,V1,1.0,V2,V1
820,0.0,V1,V3,11.0,4,28,V9,V4,V1,yes,1411,1411,,2,V4,V2,2794,V4,0.0,V4,2,T,F,V3,,1.0,V4,11,36437,V3,1.0,V2,V2
821,1.0,V3,V2,23.0,4,37,V3,V4,V2,yes,1216,1216,,2,V4,V3,4136,V2,0.0,V2,4,T,F,V1,,1.0,V3,23,15225,V1,2.0,V2,V1
822,0.0,V4,V3,24.0,4,24,V2,V2,V2,yes,5511,5511,,1,V2,V3,5260,V4,0.0,V4,1,T,F,V2,,1.0,V3,24,6377,V1,1.0,V2,V1
823,0.0,V4,V2,6.0,4,30,V3,V2,V1,yes,2062,2062,,1,V2,V4,5130,V2,0.0,V2,3,T,F,V3,,1.0,V4,6,14104,V1,1.0,V1,V2
824,1.0,V2,V2,12.0,4,22,V7,V2,V2,yes,835,835,,1,V2,V2,5657,V2,0.0,V2,2,T,F,V1,,1.0,V2,12,10690,V1,,V2,V1
825,0.0,V2,V3,18.0,2,30,V1,V2,V5,yes,3378,3378,,1,V2,V3,3919,V4,0.0,V4,1,T,F,V3,,1.0,V3,18,30620,V1,1.0,V2,V2
826,0.0,V2,V4,19.0,3,36,V1,V3,V5,yes,7057,7057,,2,V3,V3,5563,V2,0.0,V2,4,T,F,V1,,1.0,V4,19,87156,V1,2.0,V1,V2
827,0.0,V2,V3,6.0,1,26,V2,V4,V5,yes,1221,1221,,2,V4,V4,5681,V4,0.0,V4,2,T,F,V3,,1.0,V3,6,42922,V1,1.0,V2,V1
828,0.0,V4,V5,15.0,1,59,V7,V4,V5,yes,5044,5044,,1,V4,V2,5284,V4,0.0,V4,4,T,F,V3,,1.0,V3,15,18420,V1,1.0,V2,V2
829,0.0,V4,V5,9.0,4,51,V6,V4,V3,yes,935,935,,2,V4,V3,6019,V4,0.0,V4,2,T,F,V3,V2,1.0,V3,9,20406,V1,1.0,V2,V2
830,0.0,V1,V3,5.0,1,61,V4,V2,V3,yes,1338,1338,,1,V2,V1,5415,V4,0.0,V4,4,T,F,V3,,1.0,V3,5,86830,V1,1.0,V2,V1
831,1.0,V1,V5,24.0,4,30,V9,V4,V1,yes,1934,1934,,2,V4,V1,5049,V2,0.0,V2,4,T,F,V3,,1.0,V3,24,9141,V1,1.0,V2,V2
832,0.0,V1,V2,10.0,1,47,V7,V4,V1,no,2241,2241,,2,V4,V3,5001,V1,0.0,V1,3,T,F,V3,,1.0,V2,10,64426,V1,2.0,V1,V1
833,0.0,V1,V3,23.0,4,21,V2,V1,V3,yes,2482,2482,,1,V1,V3,6109,V1,0.0,V1,4,T,F,V2,,1.0,V3,23,73628,V1,1.0,V2,V2
834,1.0,V3,V2,29.0,4,29,V3,V3,V2,yes,1919,1919,,2,V3,V3,5149,V2,0.0,V2,3,T,F,V2,,1.0,V4,29,57092,V1,1.0,V2,V1
835,0.0,V2,V1,18.0,4,39,V2,V4,V1,yes,7373,7373,,2,V4,V3,5527,V2,0.0,V2,4,T,F,V2,,1.0,V4,18,18358,V1,1.0,V2,V2
836,0.0,V4,V4,11.0,3,37,V2,V4,V3,yes,1402,1402,,1,V4,V2,7070,V4,0.0,V4,4,T,F,V3,,1.0,V3,11,21948,V1,1.0,V1,V2
837,0.0,V2,V5,24.0,3,53,V2,V2,V3,yes,2834,2834,,1,V2,V3,3145,V4,0.0,V4,4,T,F,V3,,1.0,V3,24,39618,V1,1.0,V2,V1
838,0.0,V2,V2,12.0,3,27,V9,V4,V1,yes,1796,1796,,2,V4,V3,5196,V1,0.0,V1,1,T,F,V1,,1.0,V2,12,100665,V1,1.0,V2,V1
839,0.0,V1,V3,11.0,4,27,V3,V2,V2,yes,2072,2072,,1,V2,V2,3644,V4,0.0,V4,2,T,F,V3,,1.0,V3,11,34228,V2,1.0,V2,V1
840,0.0,V4,V2,23.0,2,26,V2,V2,V1,yes,3749,3749,,1,V2,V2,3947,V3,0.0,V3,4,T,F,V3,,1.0,V3,23,71648,V1,1.0,V2,V1
841,1.0,V3,V5,23.0,3,23,V2,V5,V1,yes,4109,4109,,2,V5,V3,5721,V1,0.0,V1,4,T,F,V1,,1.0,V3,23,24285,V1,2.0,V1,V1
842,0.0,V2,V2,14.0,4,22,V6,V2,V1,yes,392,392,,1,V2,V2,5146,V3,0.0,V3,4,T,F,V3,,1.0,V3,14,66312,V1,1.0,V1,V2
843,1.0,V2,V5,12.0,4,33,V3,V4,V5,yes,797,797,,1,V4,V2,5009,V4,0.0,V4,3,T,F,V1,,1.0,V2,12,36410,V1,2.0,V2,V1
844,0.0,V2,V3,17.0,2,29,V7,V2,V1,yes,1820,1820,,1,V2,V4,4016,V4,0.0,V4,2,T,F,V3,,1.0,V4,17,41437,V1,1.0,V2,V2
845,0.0,V1,V5,23.0,4,60,V7,V4,V4,yes,1939,1939,,1,V4,V3,4242,V4,0.0,V4,4,T,F,V3,,1.0,V3,23,104931,V1,1.0,V2,V2
846,0.0,V1,V3,35.0,4,35,V7,V2,V5,yes,3078,3078,,1,V2,V3,4362,V4,0.0,V4,4,T,F,V3,,1.0,V3,35,11493,V1,1.0,V2,V1
847,0.0,V1,V3,9.0,3,24,V2,V2,V1,yes,2135,2135,,1,V2,V3,6574,V1,0.0,V1,2,T,F,V3,,1.0,V3,9,43306,V1,1.0,V2,V1
848,1.0,V4,V2,18.0,3,27,V7,V5,V2,yes,2278,2278,,2,V5,V2,4086,V2,0.0,V2,3,T,F,V3,,1.0,V3,18,18541,V1,1.0,V2,V1
849,0.0,V2,V4,30.0,2,24,V1,V2,V5,yes,4811,4811,,1,V2,V2,5993,V4,0.0,V4,4,T,F,V2,,1.0,V2,30,28467,V1,1.0,V1,V1
850,0.0,V2,V1,5.0,4,35,V2,V3,V1,yes,1049,1049,,2,V3,V3,3288,V2,0.0,V2,1,T,F,V2,,1.0,V4,5,8063,V1,1.0,V2,V2
851,0.0,V1,V3,12.0,2,30,V8,V5,V1,yes,1410,1410,,1,V5,V3,5152,V2,0.0,V2,2,T,F,V3,,1.0,V2,12,20482,V1,1.0,V2,V2
852,0.0,V1,V3,9.0,4,22,V3,V1,V1,yes,1047,1047,,1,V1,V3,4655,V2,0.0,V2,4,T,F,V2,,1.0,V2,9,102195,V1,1.0,V2,V1
853,0.0,V2,V4,9.0,4,48,V7,V4,V1,yes,1037,1037,,2,V4,V3,4694,V1,0.0,V1,3,T,F,V3,,1.0,V3,9,87309,V2,1.0,V2,V2
854,0.0,V4,V3,27.0,3,26,V3,V2,V1,yes,3415,3415,,1,V2,V3,4425,V1,0.0,V1,2,T,F,V3,,1.0,V4,27,19668,V1,1.0,V2,V1
855,1.0,V2,V1,12.0,4,22,V4,V2,V2,yes,740,740,,1,V2,V2,4795,V1,0.0,V1,3,T,F,V3,,1.0,V3,12,40147,V1,1.0,V2,V1
856,0.0,V2,V3,21.0,1,47,V7,V3,V1,yes,2353,2353,,2,V3,V1,3929,V2,0.0,V2,4,T,F,V3,,1.0,V3,21,64752,V1,1.0,V2,V1
857,0.0,V1,V2,15.0,2,36,V7,V2,V1,yes,1721,1721,,1,V2,V3,4560,V1,0.0,V1,3,T,F,V3,,1.0,V3,15,20455,V1,1.0,V2,V1
858,1.0,V3,V4,47.0,1,26,V3,V2,V4,yes,10960,10960,,2,V2,V3,5028,V2,0.0,V2,2,T,F,V1,,1.0,V3,47,25047,V2,1.0,V2,V2
859,1.0,V4,V3,18.0,2,42,V2,V2,V1,yes,4153,4153,,1,V2,V3,5530,V1,0.0,V1,3,T,F,V3,,1.0,V3,18,30812,V2,1.0,V2,V1
860,0.0,V4,V5,24.0,4,53,V7,V3,V5,yes,716,716,,2,V3,V4,4659,V4,0.0,V4,4,T,F,V3,,1.0,V3,24,21309,V1,1.0,V2,V2
861,0.0,V1,V3,17.0,4,28,V9,V4,V5,yes,1887,1887,,2,V4,V4,4499,V2,0.0,V2,4,T,F,V1,,1.0,V3,17,45815,V1,1.0,V2,V1
862,1.0,V2,V3,26.0,4,22,V3,V4,V3,yes,2519,2519,,2,V4,V3,6479,V2,0.0,V2,2,T,F,V3,,1.0,V2,26,38463,V1,1.0,V2,V1
863,1.0,V3,V1,12.0,2,52,V3,V2,V5,yes,6467,6467,,1,V2,V3,2989,V2,0.0,V2,1,T,F,V3,,1.0,V4,12,75386,V1,1.0,V2,V2
864,1.0,V4,V2,23.0,4,29,V3,V3,V1,yes,1658,1658,,1,V3,V2,4545,V1,0.0,V1,2,T,F,V3,,1.0,V2,23,15227,V1,1.0,V1,V2
865,0.0,V1,V2,24.0,4,32,V7,V2,V2,yes,1473,1473,,1,V2,V4,4591,V4,0.0,V4,3,T,F,V3,,1.0,V3,24,69683,V1,1.0,V2,V2
866,1.0,V3,V5,5.0,1,68,V7,V2,V1,yes,14895,14895,,1,V2,V3,5470,V1,0.0,V1,4,T,F,V1,,1.0,V4,5,19340,V1,1.0,V2,V2
867,0.0,V1,V3,11.0,4,48,V3,V2,V1,yes,1092,1092,,2,V2,V2,4741,V2,0.0,V2,4,T,F,V3,,1.0,V3,11,60263,V3,1.0,V2,V2
868,0.0,V2,V5,11.0,2,42,V2,V4,V1,yes,3331,3331,,1,V4,V3,4869,V4,0.0,V4,4,T,F,V2,,1.0,V3,11,29356,V1,1.0,V2,V1
869,1.0,V4,V1,24.0,4,29,V3,V2,V1,yes,1822,1822,,1,V2,V3,7024,V1,0.0,V1,2,T,F,V2,,1.0,V4,24,16175,V1,2.0,V2,V1
870,0.0,V1,V2,17.0,4,21,V3,V2,V5,yes,1125,1125,,1,V2,V2,3615,V4,0.0,V4,2,T,F,V3,,1.0,V3,17,23276,V1,1.0,V1,V2
871,0.0,V1,V3,9.0,3,35,V7,V2,V2,no,1417,1417,,1,V2,V3,5616,V4,0.0,V4,2,T,F,V3,,1.0,V2,9,30191,V1,1.0,V1,V1
872,1.0,V4,V3,24.0,2,20,V2,V2,V5,yes,2996,2996,,1,V2,V4,3884,V1,0.0,V1,4,T,F,V3,,1.0,V3,24,44134,V1,1.0,V2,V1
873,0.0,V4,V4,20.0,2,34,V2,V2,V5,yes,3976,3976,,1,V2,V3,5023,V2,0.0,V2,3,T,F,V3,,1.0,V3,20,18988,V1,1.0,V2,V2
874,0.0,V1,V5,21.0,4,45,V1,V2,V5,yes,2475,2475,,1,V2,V3,4948,V4,0.0,V4,4,T,F,V3,,1.0,V4,21,12418,V1,1.0,V2,V2
875,0.0,V2,V2,6.0,2,29,V3,V3,V1,yes,682,682,,1,V3,V2,6168,V3,0.0,V3,1,T,F,V1,,1.0,V3,6,32911,V1,1.0,V2,V1
